Month,Reporting airport,Type of flight,Arrival/departure,Total Number of passengers,"Total Freight and mail total, tonne","Total Number of passengers, cumulative from the beginning of the year","Total Freight and mail, cumulative from the beginning of the year, tonnes",Helsinki-Vantaa Number of passengers,"Helsinki-Vantaa Freight and mail total, tonne","Helsinki-Vantaa Number of passengers, cumulative from the beginning of the year","Helsinki-Vantaa Freight and mail, cumulative from the beginning of the year, tonnes",Other domestic airports Number of passengers,"Other domestic airports Freight and mail total, tonne","Other domestic airports Number of passengers, cumulative from the beginning of the year","Other domestic airports Freight and mail, cumulative from the beginning of the year, tonnes",International Number of passengers,"International Freight and mail total, tonne","International Number of passengers, cumulative from the beginning of the year","International Freight and mail, cumulative from the beginning of the year, tonnes"
2020M02,Total,Total,Arrivals/departures total,1928437,15187,3948594,32191,286896,39,562534,81,289458,145,566679,286,1352083,15004,2819381,31825
2020M02,Total,Total,Arrivals,961264,6404,1969074,14037,142674,28,272377,61,144923,10,291136,20,673667,6365,1405561,13957
2020M02,Total,Total,Departures,967173,8784,1979520,18154,144222,10,290157,20,144535,134,275543,266,678416,8639,1413820,17868
2020M02,Total,Scheduled flight,Arrivals/departures total,1811111,15092,3716692,32012,286873,39,562485,81,289185,145,566163,286,1235053,14908,2588044,31645
2020M02,Total,Scheduled flight,Arrivals,902996,6354,1856778,13972,142657,28,272351,61,144792,10,290885,20,615547,6315,1293542,13891
2020M02,Total,Scheduled flight,Departures,908115,8738,1859914,18040,144216,10,290134,20,144393,134,275278,266,619506,8593,1294502,17754
2020M02,Total,Charter flight,Arrivals/departures total,117326,96,231902,180,23,0,49,0,273,0,516,0,117030,96,231337,180
2020M02,Total,Charter flight,Arrivals,58268,50,112296,66,17,0,26,0,131,0,251,0,58120,50,112019,66
2020M02,Total,Charter flight,Departures,59058,46,119606,114,6,0,23,0,142,0,265,0,58910,46,119318,114
2020M02,Helsinki-Vantaa,Total,Arrivals/departures total,1506632,14819,3123409,31446,1,0,2,0,287096,145,562665,286,1219535,14674,2560742,31160
2020M02,Helsinki-Vantaa,Total,Arrivals,750649,6228,1567485,13687,0,0,0,0,143749,10,289175,20,606900,6217,1278310,13668
2020M02,Helsinki-Vantaa,Total,Departures,755983,8591,1555924,17758,1,0,2,0,143347,134,273490,266,612635,8457,1282432,17492
2020M02,Helsinki-Vantaa,Scheduled flight,Arrivals/departures total,1453067,14724,3017603,31268,1,0,2,0,287073,145,562639,286,1165993,14579,2454962,30982
2020M02,Helsinki-Vantaa,Scheduled flight,Arrivals,724757,6178,1515869,13622,0,0,0,0,143743,10,289169,20,581014,6168,1226700,13602
2020M02,Helsinki-Vantaa,Scheduled flight,Departures,728310,8546,1501734,17646,1,0,2,0,143330,134,273470,266,584979,8412,1228262,17380
2020M02,Helsinki-Vantaa,Charter flight,Arrivals/departures total,53565,95,105806,178,0,0,0,0,23,0,26,0,53542,95,105780,178
2020M02,Helsinki-Vantaa,Charter flight,Arrivals,25892,50,51616,66,0,0,0,0,6,0,6,0,25886,50,51610,66
2020M02,Helsinki-Vantaa,Charter flight,Departures,27673,45,54190,112,0,0,0,0,17,0,20,0,27656,45,54170,112
2020M02,Enontekiö,Total,Arrivals/departures total,1993,0,4100,0,0,0,0,0,0,0,0,0,1993,0,4100,0
2020M02,Enontekiö,Total,Arrivals,1079,0,2118,0,0,0,0,0,0,0,0,0,1079,0,2118,0
2020M02,Enontekiö,Total,Departures,914,0,1982,0,0,0,0,0,0,0,0,0,914,0,1982,0
2020M02,Enontekiö,Scheduled flight,Arrivals/departures total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020M02,Enontekiö,Scheduled flight,Arrivals,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020M02,Enontekiö,Scheduled flight,Departures,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020M02,Enontekiö,Charter flight,Arrivals/departures total,1993,0,4100,0,0,0,0,0,0,0,0,0,1993,0,4100,0
2020M02,Enontekiö,Charter flight,Arrivals,1079,0,2118,0,0,0,0,0,0,0,0,0,1079,0,2118,0
2020M02,Enontekiö,Charter flight,Departures,914,0,1982,0,0,0,0,0,0,0,0,0,914,0,1982,0
2020M02,Ivalo,Total,Arrivals/departures total,38962,0,74280,0,29968,0,58463,0,0,0,10,0,8994,0,15807,0
2020M02,Ivalo,Total,Arrivals,20316,0,37490,0,15640,0,29520,0,0,0,10,0,4676,0,7960,0
2020M02,Ivalo,Total,Departures,18646,0,36790,0,14328,0,28943,0,0,0,0,0,4318,0,7847,0
2020M02,Ivalo,Scheduled flight,Arrivals/departures total,33721,0,64925,0,29947,0,58442,0,0,0,10,0,3774,0,6473,0
2020M02,Ivalo,Scheduled flight,Arrivals,17762,0,33006,0,15625,0,29505,0,0,0,10,0,2137,0,3491,0
2020M02,Ivalo,Scheduled flight,Departures,15959,0,31919,0,14322,0,28937,0,0,0,0,0,1637,0,2982,0
2020M02,Ivalo,Charter flight,Arrivals/departures total,5241,0,9355,0,21,0,21,0,0,0,0,0,5220,0,9334,0
2020M02,Ivalo,Charter flight,Arrivals,2554,0,4484,0,15,0,15,0,0,0,0,0,2539,0,4469,0
2020M02,Ivalo,Charter flight,Departures,2687,0,4871,0,6,0,6,0,0,0,0,0,2681,0,4865,0
2020M02,Joensuu,Total,Arrivals/departures total,8665,1,16703,3,8617,1,16639,3,0,0,0,0,48,0,64,0
2020M02,Joensuu,Total,Arrivals,4251,1,8129,3,4231,1,8101,3,0,0,0,0,20,0,28,0
2020M02,Joensuu,Total,Departures,4414,0,8574,0,4386,0,8538,0,0,0,0,0,28,0,36,0
2020M02,Joensuu,Scheduled flight,Arrivals/departures total,8617,1,16639,3,8617,1,16639,3,0,0,0,0,0,0,0,0
2020M02,Joensuu,Scheduled flight,Arrivals,4231,1,8101,3,4231,1,8101,3,0,0,0,0,0,0,0,0
2020M02,Joensuu,Scheduled flight,Departures,4386,0,8538,0,4386,0,8538,0,0,0,0,0,0,0,0,0
2020M02,Joensuu,Charter flight,Arrivals/departures total,48,0,64,0,0,0,0,0,0,0,0,0,48,0,64,0
2020M02,Joensuu,Charter flight,Arrivals,20,0,28,0,0,0,0,0,0,0,0,0,20,0,28,0
2020M02,Joensuu,Charter flight,Departures,28,0,36,0,0,0,0,0,0,0,0,0,28,0,36,0
2020M02,Jyväskylä,Total,Arrivals/departures total,4630,1,8949,1,4590,1,8886,1,18,0,37,0,22,0,26,0
2020M02,Jyväskylä,Total,Arrivals,2018,1,3765,1,1985,1,3713,1,18,0,37,0,15,0,15,0
2020M02,Jyväskylä,Total,Departures,2612,0,5184,0,2605,0,5173,0,0,0,0,0,7,0,11,0
2020M02,Jyväskylä,Scheduled flight,Arrivals/departures total,4608,1,8923,1,4590,1,8886,1,18,0,37,0,0,0,0,0
2020M02,Jyväskylä,Scheduled flight,Arrivals,2003,1,3750,1,1985,1,3713,1,18,0,37,0,0,0,0,0
2020M02,Jyväskylä,Scheduled flight,Departures,2605,0,5173,0,2605,0,5173,0,0,0,0,0,0,0,0,0
2020M02,Jyväskylä,Charter flight,Arrivals/departures total,22,0,26,0,0,0,0,0,0,0,0,0,22,0,26,0
2020M02,Jyväskylä,Charter flight,Arrivals,15,0,15,0,0,0,0,0,0,0,0,0,15,0,15,0
2020M02,Jyväskylä,Charter flight,Departures,7,0,11,0,0,0,0,0,0,0,0,0,7,0,11,0
2020M02,Kajaani,Total,Arrivals/departures total,6537,2,13454,4,6498,2,12920,4,39,0,74,0,0,0,460,0
2020M02,Kajaani,Total,Arrivals,3253,1,6434,3,3253,1,6277,3,0,0,0,0,0,0,157,0
2020M02,Kajaani,Total,Departures,3284,1,7020,1,3245,1,6643,1,39,0,74,0,0,0,303,0
2020M02,Kajaani,Scheduled flight,Arrivals/departures total,6537,2,12994,4,6498,2,12920,4,39,0,74,0,0,0,0,0
2020M02,Kajaani,Scheduled flight,Arrivals,3253,1,6277,3,3253,1,6277,3,0,0,0,0,0,0,0,0
2020M02,Kajaani,Scheduled flight,Departures,3284,1,6717,1,3245,1,6643,1,39,0,74,0,0,0,0,0
2020M02,Kajaani,Charter flight,Arrivals/departures total,0,0,460,0,0,0,0,0,0,0,0,0,0,0,460,0
2020M02,Kajaani,Charter flight,Arrivals,0,0,157,0,0,0,0,0,0,0,0,0,0,0,157,0
2020M02,Kajaani,Charter flight,Departures,0,0,303,0,0,0,0,0,0,0,0,0,0,0,303,0
2020M02,Kemi-Tornio,Total,Arrivals/departures total,5497,1,10842,3,5493,1,10829,3,4,0,13,0,0,0,0,0
2020M02,Kemi-Tornio,Total,Arrivals,2618,1,4968,3,2616,1,4964,3,2,0,4,0,0,0,0,0
2020M02,Kemi-Tornio,Total,Departures,2879,0,5874,0,2877,0,5865,0,2,0,9,0,0,0,0,0
2020M02,Kemi-Tornio,Scheduled flight,Arrivals/departures total,5497,1,10842,3,5493,1,10829,3,4,0,13,0,0,0,0,0
2020M02,Kemi-Tornio,Scheduled flight,Arrivals,2618,1,4968,3,2616,1,4964,3,2,0,4,0,0,0,0,0
2020M02,Kemi-Tornio,Scheduled flight,Departures,2879,0,5874,0,2877,0,5865,0,2,0,9,0,0,0,0,0
2020M02,Kemi-Tornio,Charter flight,Arrivals/departures total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020M02,Kemi-Tornio,Charter flight,Arrivals,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020M02,Kemi-Tornio,Charter flight,Departures,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020M02,Kittilä,Total,Arrivals/departures total,73540,1,132836,1,37875,1,67893,1,426,0,439,0,35239,0,64504,0
2020M02,Kittilä,Total,Arrivals,36997,1,64384,1,19003,1,32774,1,231,0,231,0,17763,0,31379,0
2020M02,Kittilä,Total,Departures,36543,0,68452,0,18872,0,35119,0,195,0,208,0,17476,0,33125,0
2020M02,Kittilä,Scheduled flight,Arrivals/departures total,47749,1,83131,1,37875,1,67893,1,422,0,435,0,9452,0,14803,0
2020M02,Kittilä,Scheduled flight,Arrivals,23908,1,40322,1,19003,1,32774,1,229,0,229,0,4676,0,7319,0
2020M02,Kittilä,Scheduled flight,Departures,23841,0,42809,0,18872,0,35119,0,193,0,206,0,4776,0,7484,0
2020M02,Kittilä,Charter flight,Arrivals/departures total,25791,0,49705,0,0,0,0,0,4,0,4,0,25787,0,49701,0
2020M02,Kittilä,Charter flight,Arrivals,13089,0,24062,0,0,0,0,0,2,0,2,0,13087,0,24060,0
2020M02,Kittilä,Charter flight,Departures,12702,0,25643,0,0,0,0,0,2,0,2,0,12700,0,25641,0
2020M02,Kokkola-Pietarsaari,Total,Arrivals/departures total,3684,1,7326,2,3680,1,7295,2,4,0,13,0,0,0,18,0
2020M02,Kokkola-Pietarsaari,Total,Arrivals,1768,1,3527,2,1766,1,3509,2,2,0,9,0,0,0,9,0
2020M02,Kokkola-Pietarsaari,Total,Departures,1916,0,3799,0,1914,0,3786,0,2,0,4,0,0,0,9,0
2020M02,Kokkola-Pietarsaari,Scheduled flight,Arrivals/departures total,3684,1,7308,2,3680,1,7295,2,4,0,13,0,0,0,0,0
2020M02,Kokkola-Pietarsaari,Scheduled flight,Arrivals,1768,1,3518,2,1766,1,3509,2,2,0,9,0,0,0,0,0
2020M02,Kokkola-Pietarsaari,Scheduled flight,Departures,1916,0,3790,0,1914,0,3786,0,2,0,4,0,0,0,0,0
2020M02,Kokkola-Pietarsaari,Charter flight,Arrivals/departures total,0,0,18,0,0,0,0,0,0,0,0,0,0,0,18,0
2020M02,Kokkola-Pietarsaari,Charter flight,Arrivals,0,0,9,0,0,0,0,0,0,0,0,0,0,0,9,0
2020M02,Kokkola-Pietarsaari,Charter flight,Departures,0,0,9,0,0,0,0,0,0,0,0,0,0,0,9,0
2020M02,Kuopio,Total,Arrivals/departures total,18189,2,34772,4,16501,2,31366,4,0,0,0,0,1688,0,3406,0
2020M02,Kuopio,Total,Arrivals,9144,1,16917,3,8294,1,15238,3,0,0,0,0,850,0,1679,0
2020M02,Kuopio,Total,Departures,9045,0,17855,0,8207,0,16128,0,0,0,0,0,838,0,1727,0
2020M02,Kuopio,Scheduled flight,Arrivals/departures total,16501,2,31366,4,16501,2,31366,4,0,0,0,0,0,0,0,0
2020M02,Kuopio,Scheduled flight,Arrivals,8294,1,15238,3,8294,1,15238,3,0,0,0,0,0,0,0,0
2020M02,Kuopio,Scheduled flight,Departures,8207,0,16128,0,8207,0,16128,0,0,0,0,0,0,0,0,0
2020M02,Kuopio,Charter flight,Arrivals/departures total,1688,0,3406,0,0,0,0,0,0,0,0,0,1688,0,3406,0
2020M02,Kuopio,Charter flight,Arrivals,850,0,1679,0,0,0,0,0,0,0,0,0,850,0,1679,0
2020M02,Kuopio,Charter flight,Departures,838,0,1727,0,0,0,0,0,0,0,0,0,838,0,1727,0
2020M02,Kuusamo,Total,Arrivals/departures total,23982,0,43142,1,13379,0,23225,1,0,0,0,0,10603,0,19917,0
2020M02,Kuusamo,Total,Arrivals,11917,0,20545,1,6700,0,11057,1,0,0,0,0,5217,0,9488,0
2020M02,Kuusamo,Total,Departures,12065,0,22597,0,6679,0,12168,0,0,0,0,0,5386,0,10429,0
2020M02,Kuusamo,Scheduled flight,Arrivals/departures total,15256,0,25978,1,13379,0,23225,1,0,0,0,0,1877,0,2753,0
2020M02,Kuusamo,Scheduled flight,Arrivals,7482,0,12276,1,6700,0,11057,1,0,0,0,0,782,0,1219,0
2020M02,Kuusamo,Scheduled flight,Departures,7774,0,13702,0,6679,0,12168,0,0,0,0,0,1095,0,1534,0
2020M02,Kuusamo,Charter flight,Arrivals/departures total,8726,0,17164,0,0,0,0,0,0,0,0,0,8726,0,17164,0
2020M02,Kuusamo,Charter flight,Arrivals,4435,0,8269,0,0,0,0,0,0,0,0,0,4435,0,8269,0
2020M02,Kuusamo,Charter flight,Departures,4291,0,8895,0,0,0,0,0,0,0,0,0,4291,0,8895,0
2020M02,Lappeenranta,Total,Arrivals/departures total,7869,0,16959,0,0,0,2,0,0,0,2,0,7869,0,16955,0
2020M02,Lappeenranta,Total,Arrivals,3912,0,8498,0,0,0,2,0,0,0,0,0,3912,0,8496,0
2020M02,Lappeenranta,Total,Departures,3957,0,8461,0,0,0,0,0,0,0,2,0,3957,0,8459,0
2020M02,Lappeenranta,Scheduled flight,Arrivals/departures total,7869,0,16959,0,0,0,2,0,0,0,2,0,7869,0,16955,0
2020M02,Lappeenranta,Scheduled flight,Arrivals,3912,0,8498,0,0,0,2,0,0,0,0,0,3912,0,8496,0
2020M02,Lappeenranta,Scheduled flight,Departures,3957,0,8461,0,0,0,0,0,0,0,2,0,3957,0,8459,0
2020M02,Lappeenranta,Charter flight,Arrivals/departures total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020M02,Lappeenranta,Charter flight,Arrivals,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020M02,Lappeenranta,Charter flight,Departures,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020M02,Mariehamn,Total,Arrivals/departures total,3524,5,7236,12,1677,5,3550,12,605,0,1234,0,1242,0,2452,0
2020M02,Mariehamn,Total,Arrivals,1840,5,3697,11,864,5,1789,11,363,0,723,0,613,0,1185,0
2020M02,Mariehamn,Total,Departures,1684,1,3539,1,813,1,1761,1,242,0,511,0,629,0,1267,0
2020M02,Mariehamn,Scheduled flight,Arrivals/departures total,3522,5,7232,12,1675,5,3548,12,605,0,1234,0,1242,0,2450,0
2020M02,Mariehamn,Scheduled flight,Arrivals,1838,5,3695,11,862,5,1787,11,363,0,723,0,613,0,1185,0
2020M02,Mariehamn,Scheduled flight,Departures,1684,1,3537,1,813,1,1761,1,242,0,511,0,629,0,1265,0
2020M02,Mariehamn,Charter flight,Arrivals/departures total,2,0,4,0,2,0,2,0,0,0,0,0,0,0,2,0
2020M02,Mariehamn,Charter flight,Arrivals,2,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0
2020M02,Mariehamn,Charter flight,Departures,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0
2020M02,Oulu,Total,Arrivals/departures total,77933,17,157446,35,72172,17,144632,35,0,0,0,0,5761,0,12814,0
2020M02,Oulu,Total,Arrivals,38921,11,77249,24,35920,11,70913,24,0,0,0,0,3001,0,6336,0
2020M02,Oulu,Total,Departures,39012,6,80197,11,36252,6,73719,11,0,0,0,0,2760,0,6478,0
2020M02,Oulu,Scheduled flight,Arrivals/departures total,74602,17,150282,35,72172,17,144632,35,0,0,0,0,2430,0,5650,0
2020M02,Oulu,Scheduled flight,Arrivals,37165,11,73724,24,35920,11,70913,24,0,0,0,0,1245,0,2811,0
2020M02,Oulu,Scheduled flight,Departures,37437,6,76558,11,36252,6,73719,11,0,0,0,0,1185,0,2839,0
2020M02,Oulu,Charter flight,Arrivals/departures total,3331,0,7164,0,0,0,0,0,0,0,0,0,3331,0,7164,0
2020M02,Oulu,Charter flight,Arrivals,1756,0,3525,0,0,0,0,0,0,0,0,0,1756,0,3525,0
2020M02,Oulu,Charter flight,Departures,1575,0,3639,0,0,0,0,0,0,0,0,0,1575,0,3639,0
2020M02,Pori,Total,Arrivals/departures total,1455,0,2723,0,1455,0,2723,0,0,0,0,0,0,0,0,0
2020M02,Pori,Total,Arrivals,651,0,1211,0,651,0,1211,0,0,0,0,0,0,0,0,0
2020M02,Pori,Total,Departures,804,0,1512,0,804,0,1512,0,0,0,0,0,0,0,0,0
2020M02,Pori,Scheduled flight,Arrivals/departures total,1455,0,2723,0,1455,0,2723,0,0,0,0,0,0,0,0,0
2020M02,Pori,Scheduled flight,Arrivals,651,0,1211,0,651,0,1211,0,0,0,0,0,0,0,0,0
2020M02,Pori,Scheduled flight,Departures,804,0,1512,0,804,0,1512,0,0,0,0,0,0,0,0,0
2020M02,Pori,Charter flight,Arrivals/departures total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020M02,Pori,Charter flight,Arrivals,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020M02,Pori,Charter flight,Departures,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020M02,Rovaniemi,Total,Arrivals/departures total,76820,6,160271,13,58092,6,120862,13,246,0,486,0,18482,0,38923,0
2020M02,Rovaniemi,Total,Arrivals,38139,3,76241,7,28537,3,57614,7,123,0,243,0,9479,0,18384,0
2020M02,Rovaniemi,Total,Departures,38681,3,84030,5,29555,3,63248,5,123,0,243,0,9003,0,20539,0
2020M02,Rovaniemi,Scheduled flight,Arrivals/departures total,67432,6,141258,13,58092,6,120859,13,0,0,0,0,9340,0,20399,0
2020M02,Rovaniemi,Scheduled flight,Arrivals,33304,3,67573,7,28537,3,57611,7,0,0,0,0,4767,0,9962,0
2020M02,Rovaniemi,Scheduled flight,Departures,34128,3,73685,5,29555,3,63248,5,0,0,0,0,4573,0,10437,0
2020M02,Rovaniemi,Charter flight,Arrivals/departures total,9388,0,19013,0,0,0,3,0,246,0,486,0,9142,0,18524,0
2020M02,Rovaniemi,Charter flight,Arrivals,4835,0,8668,0,0,0,3,0,123,0,243,0,4712,0,8422,0
2020M02,Rovaniemi,Charter flight,Departures,4553,0,10345,0,0,0,0,0,123,0,243,0,4430,0,10102,0
2020M02,Savonlinna,Total,Arrivals/departures total,273,0,904,0,271,0,902,0,0,0,0,0,2,0,2,0
2020M02,Savonlinna,Total,Arrivals,133,0,435,0,133,0,435,0,0,0,0,0,0,0,0,0
2020M02,Savonlinna,Total,Departures,140,0,469,0,138,0,467,0,0,0,0,0,2,0,2,0
2020M02,Savonlinna,Scheduled flight,Arrivals/departures total,271,0,879,0,271,0,879,0,0,0,0,0,0,0,0,0
2020M02,Savonlinna,Scheduled flight,Arrivals,133,0,429,0,133,0,429,0,0,0,0,0,0,0,0,0
2020M02,Savonlinna,Scheduled flight,Departures,138,0,450,0,138,0,450,0,0,0,0,0,0,0,0,0
2020M02,Savonlinna,Charter flight,Arrivals/departures total,2,0,25,0,0,0,23,0,0,0,0,0,2,0,2,0
2020M02,Savonlinna,Charter flight,Arrivals,0,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0
2020M02,Savonlinna,Charter flight,Departures,2,0,19,0,0,0,17,0,0,0,0,0,2,0,2,0
2020M02,Tampere-Pirkkala,Total,Arrivals/departures total,14241,1,27236,2,6844,0,13593,0,228,0,228,0,7169,1,13415,2
2020M02,Tampere-Pirkkala,Total,Arrivals,6954,0,13303,0,3231,0,6346,0,100,0,100,0,3623,0,6857,0
2020M02,Tampere-Pirkkala,Total,Departures,7287,1,13933,2,3613,0,7247,0,128,0,128,0,3546,1,6558,2
2020M02,Tampere-Pirkkala,Scheduled flight,Arrivals/departures total,11770,0,22772,0,6844,0,13593,0,228,0,228,0,4698,0,8951,0
2020M02,Tampere-Pirkkala,Scheduled flight,Arrivals,5754,0,11088,0,3231,0,6346,0,100,0,100,0,2423,0,4642,0
2020M02,Tampere-Pirkkala,Scheduled flight,Departures,6016,0,11684,0,3613,0,7247,0,128,0,128,0,2275,0,4309,0
2020M02,Tampere-Pirkkala,Charter flight,Arrivals/departures total,2471,1,4464,2,0,0,0,0,0,0,0,0,2471,1,4464,2
2020M02,Tampere-Pirkkala,Charter flight,Arrivals,1200,0,2215,0,0,0,0,0,0,0,0,0,1200,0,2215,0
2020M02,Tampere-Pirkkala,Charter flight,Departures,1271,1,2249,2,0,0,0,0,0,0,0,0,1271,1,2249,2
2020M02,Turku,Total,Arrivals/departures total,32606,329,62724,663,7712,0,14531,0,792,0,1478,0,24102,329,46715,663
2020M02,Turku,Total,Arrivals,16071,147,31600,289,3842,0,7002,0,335,0,604,0,11894,147,23994,289
2020M02,Turku,Total,Departures,16535,182,31124,374,3870,0,7529,0,457,0,874,0,12208,181,22721,374
2020M02,Turku,Scheduled flight,Arrivals/departures total,31017,329,59578,663,7712,0,14531,0,792,0,1478,0,22513,329,43569,663
2020M02,Turku,Scheduled flight,Arrivals,15250,147,29979,289,3842,0,7002,0,335,0,604,0,11073,147,22373,289
2020M02,Turku,Scheduled flight,Departures,15767,182,29599,374,3870,0,7529,0,457,0,874,0,11440,181,21196,374
2020M02,Turku,Charter flight,Arrivals/departures total,1589,0,3146,0,0,0,0,0,0,0,0,0,1589,0,3146,0
2020M02,Turku,Charter flight,Arrivals,821,0,1621,0,0,0,0,0,0,0,0,0,821,0,1621,0
2020M02,Turku,Charter flight,Departures,768,0,1525,0,0,0,0,0,0,0,0,0,768,0,1525,0
2020M02,Vaasa,Total,Arrivals/departures total,21405,2,43282,2,12071,2,24221,2,0,0,0,0,9334,0,19061,0
2020M02,Vaasa,Total,Arrivals,10633,2,21078,2,6008,2,11912,2,0,0,0,0,4625,0,9166,0
2020M02,Vaasa,Total,Departures,10772,0,22204,0,6063,0,12309,0,0,0,0,0,4709,0,9895,0
2020M02,Vaasa,Scheduled flight,Arrivals/departures total,17936,2,35300,2,12071,2,24221,2,0,0,0,0,5865,0,11079,0
2020M02,Vaasa,Scheduled flight,Arrivals,8913,2,17256,2,6008,2,11912,2,0,0,0,0,2905,0,5344,0
2020M02,Vaasa,Scheduled flight,Departures,9023,0,18044,0,6063,0,12309,0,0,0,0,0,2960,0,5735,0
2020M02,Vaasa,Charter flight,Arrivals/departures total,3469,0,7982,0,0,0,0,0,0,0,0,0,3469,0,7982,0
2020M02,Vaasa,Charter flight,Arrivals,1720,0,3822,0,0,0,0,0,0,0,0,0,1720,0,3822,0
2020M02,Vaasa,Charter flight,Departures,1749,0,4160,0,0,0,0,0,0,0,0,0,1749,0,4160,0
2020M03,Total,Total,Arrivals/departures total,961820,14108,4910414,46299,149258,36,711792,117,151372,135,718051,421,661190,13937,3480571,45762
2020M03,Total,Total,Arrivals,512916,6201,2481990,20238,72507,25,344884,86,77541,11,368677,31,362868,6165,1768429,20122
2020M03,Total,Total,Departures,448904,7907,2428424,26061,76751,11,366908,31,73831,124,349374,390,298322,7772,1712142,25640
2020M03,Total,Scheduled flight,Arrivals/departures total,901164,13982,4617856,45994,149253,36,711738,117,151158,135,717321,421,600753,13811,3188797,45456
2020M03,Total,Scheduled flight,Arrivals,479780,6166,2336558,20138,72503,25,344854,86,77446,11,368331,31,329831,6130,1623373,20021
2020M03,Total,Scheduled flight,Departures,421384,7816,2281298,25856,76750,11,366884,31,73712,124,348990,390,270922,7681,1565424,25435
2020M03,Total,Charter flight,Arrivals/departures total,60656,126,292558,306,5,0,54,0,214,0,730,0,60437,126,291774,306
2020M03,Total,Charter flight,Arrivals,33136,35,145432,101,4,0,30,0,95,0,346,0,33037,35,145056,101
2020M03,Total,Charter flight,Departures,27520,91,147126,205,1,0,24,0,119,0,384,0,27400,91,146718,205
2020M03,Helsinki-Vantaa,Total,Arrivals/departures total,750534,13737,3873943,45182,28,0,30,0,149182,135,711847,421,601324,13601,3162066,44761
2020M03,Helsinki-Vantaa,Total,Arrivals,409964,6029,1977449,19717,28,0,28,0,76470,11,365645,31,333466,6019,1611776,19686
2020M03,Helsinki-Vantaa,Total,Departures,340570,7707,1896494,25466,0,0,2,0,72712,124,346202,390,267858,7583,1550290,25075
2020M03,Helsinki-Vantaa,Scheduled flight,Arrivals/departures total,720346,13616,3737949,44884,28,0,30,0,149170,135,711809,421,571148,13480,3026110,44463
2020M03,Helsinki-Vantaa,Scheduled flight,Arrivals,391340,5994,1907209,19616,28,0,28,0,76467,11,365636,31,314845,5983,1541545,19585
2020M03,Helsinki-Vantaa,Scheduled flight,Departures,329006,7622,1830740,25268,0,0,2,0,72703,124,346173,390,256303,7497,1484565,24877
2020M03,Helsinki-Vantaa,Charter flight,Arrivals/departures total,30188,121,135994,299,0,0,0,0,12,0,38,0,30176,121,135956,299
2020M03,Helsinki-Vantaa,Charter flight,Arrivals,18624,35,70240,101,0,0,0,0,3,0,9,0,18621,35,70231,101
2020M03,Helsinki-Vantaa,Charter flight,Departures,11564,86,65754,198,0,0,0,0,9,0,29,0,11555,86,65725,198
2020M03,Enontekiö,Total,Arrivals/departures total,1166,0,5266,0,0,0,0,0,8,0,8,0,1158,0,5258,0
2020M03,Enontekiö,Total,Arrivals,425,0,2543,0,0,0,0,0,0,0,0,0,425,0,2543,0
2020M03,Enontekiö,Total,Departures,741,0,2723,0,0,0,0,0,8,0,8,0,733,0,2715,0
2020M03,Enontekiö,Scheduled flight,Arrivals/departures total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020M03,Enontekiö,Scheduled flight,Arrivals,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020M03,Enontekiö,Scheduled flight,Departures,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020M03,Enontekiö,Charter flight,Arrivals/departures total,1166,0,5266,0,0,0,0,0,8,0,8,0,1158,0,5258,0
2020M03,Enontekiö,Charter flight,Arrivals,425,0,2543,0,0,0,0,0,0,0,0,0,425,0,2543,0
2020M03,Enontekiö,Charter flight,Departures,741,0,2723,0,0,0,0,0,8,0,8,0,733,0,2715,0
2020M03,Ivalo,Total,Arrivals/departures total,20078,0,94358,0,16980,0,75443,0,17,0,27,0,3081,0,18888,0
2020M03,Ivalo,Total,Arrivals,8690,0,46180,0,7507,0,37027,0,10,0,20,0,1173,0,9133,0
2020M03,Ivalo,Total,Departures,11388,0,48178,0,9473,0,38416,0,7,0,7,0,1908,0,9755,0
2020M03,Ivalo,Scheduled flight,Arrivals/departures total,18214,0,83139,0,16980,0,75422,0,1,0,11,0,1233,0,7706,0
2020M03,Ivalo,Scheduled flight,Arrivals,8055,0,41061,0,7507,0,37012,0,1,0,11,0,547,0,4038,0
2020M03,Ivalo,Scheduled flight,Departures,10159,0,42078,0,9473,0,38410,0,0,0,0,0,686,0,3668,0
